Timestamp,State,LoadType,TargetV,CellV,Current_mA,Charge_mAh,Discharge_mAh
14.370337009429932,WAIT_LOAD,NONE,0.0,-0.006,-0.097,0.0,0.0
14.65403938293457,WAIT_LOAD,NONE,0.0,-0.004,-0.097,0.0,0.0
14.930523157119751,WAIT_LOAD,NONE,0.0,-0.008,-0.057,0.0,0.0
15.22236943244934,WAIT_LOAD,NONE,0.0,-0.006,-0.053,0.0,0.0
15.50271201133728,WAIT_LOAD,NONE,0.0,-0.011,0.005,0.0,0.0
15.789336681365967,WAIT_LOAD,NONE,0.0,-0.006,-0.072,0.0,0.0
16.072270393371582,WAIT_LOAD,NONE,0.0,-0.009,-0.035,0.0,0.0
16.354463815689087,WAIT_LOAD,NONE,0.0,-0.004,-0.101,0.0,0.0
16.637842178344727,WAIT_LOAD,NONE,0.0,-0.002,-0.09,0.0,0.0
16.91970705986023,WAIT_LOAD,NONE,0.0,-0.01,-0.024,0.0,0.0
17.198304414749146,WAIT_LOAD,NONE,0.0,-0.006,-0.09,0.0,0.0
17.487492561340332,WAIT_LOAD,NONE,0.0,-0.009,-0.035,0.0,0.0
17.77217936515808,WAIT_LOAD,NONE,0.0,-0.008,-0.068,0.0,0.0
18.054237127304077,WAIT_LOAD,NONE,0.0,-0.011,-0.024,0.0,0.0
18.33209252357483,WAIT_LOAD,NONE,0.0,-0.005,-0.101,0.0,0.0
18.618924617767334,WAIT_LOAD,NONE,0.0,-0.007,-0.068,0.0,0.0
18.901345014572144,WAIT_LOAD,NONE,0.0,-0.011,-0.017,0.0,0.0
19.18864941596985,WAIT_LOAD,NONE,0.0,-0.003,-0.104,0.0,0.0
19.472399950027466,WAIT_LOAD,NONE,0.0,-0.005,-0.079,0.0,0.0
19.753713846206665,WAIT_LOAD,NONE,0.0,-0.007,-0.072,0.0,0.0
20.038559675216675,WAIT_LOAD,NONE,0.0,-0.012,-0.013,0.0,0.0
20.323392868041992,WAIT_LOAD,NONE,0.0,-0.011,-0.042,0.0,0.0
20.605918169021606,WAIT_LOAD,NONE,0.0,-0.006,-0.101,0.0,0.0
20.888339519500732,WAIT_LOAD,NONE,0.0,-0.011,-0.028,0.0,0.0
21.170562505722046,WAIT_LOAD,NONE,0.0,-0.009,-0.05,0.0,0.0
21.45433235168457,WAIT_LOAD,NONE,0.0,-0.011,-0.031,0.0,0.0
21.736270427703857,WAIT_LOAD,NONE,0.0,-0.008,-0.053,0.0,0.0
22.019279956817627,WAIT_LOAD,NONE,0.0,-0.01,-0.057,0.0,0.0
22.30535864830017,WAIT_LOAD,NONE,0.0,-0.004,-0.119,0.0,0.0
22.588151454925537,WAIT_LOAD,NONE,0.0,-0.007,-0.053,0.0,0.0
22.871994018554688,WAIT_LOAD,NONE,0.0,-0.01,-0.053,0.0,0.0
23.14921474456787,WAIT_LOAD,NONE,0.0,-0.011,-0.024,0.0,0.0
23.428166151046753,WAIT_LOAD,NONE,0.0,-0.013,-0.031,0.0,0.0
23.71772003173828,WAIT_LOAD,NONE,0.0,-0.01,-0.064,0.0,0.0
24.005357027053833,WAIT_LOAD,NONE,0.0,-0.012,-0.028,0.0,0.0
24.288044929504395,WAIT_LOAD,NONE,0.0,-0.009,-0.057,0.0,0.0
24.5688259601593,WAIT_LOAD,NONE,0.0,-0.007,-0.086,0.0,0.0
24.853012084960938,WAIT_LOAD,NONE,0.0,-0.007,-0.079,0.0,0.0
25.139448165893555,WAIT_LOAD,NONE,0.0,-0.012,-0.013,0.0,0.0
25.418232202529907,WAIT_LOAD,NONE,0.0,-0.009,-0.097,0.0,0.0
25.7030508518219,WAIT_LOAD,NONE,0.0,-0.007,-0.09,0.0,0.0
25.9805850982666,WAIT_LOAD,NONE,0.0,-0.01,-0.031,0.0,0.0
26.270228147506714,WAIT_LOAD,NONE,0.0,-0.011,-0.075,0.0,0.0
26.54731845855713,WAIT_LOAD,NONE,0.0,-0.011,-0.013,0.0,0.0
26.839301347732544,WAIT_LOAD,NONE,0.0,-0.014,-0.024,0.0,0.0
